Day/hour,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
34,52.61003864,51.70263073,51.51499798,51.96786562,53.60444693,57.96674583,64.31742545,66.1027642,64.07681896,62.61437332,61.40855685,60.11724713,58.8416379,58.12640204,57.37290345,57.24028954,58.34547887,60.77291861,64.21996958,64.64408405,63.94392985,61.46577479,57.36843488,53.48134693
35,51.28058436,50.14343744,49.60545592,49.92725914,51.51775903,55.6289677,61.6540519,62.98121839,60.96850068,59.65385179,58.0722195,56.38543904,54.54778173,53.17679708,52.05009572,51.47752711,51.95606992,53.80764668,56.77255038,57.26498452,56.81255151,55.29123862,52.17814548,49.05500159
36,47.54623341,47.12453334,47.23413696,48.08008267,50.37662545,55.1074983,61.9846704,64.54342412,64.10559757,64.57236703,65.15241863,64.91205777,64.08983922,63.20365658,62.14444227,61.7276983,62.38077583,64.4185484,67.66898451,67.88216882,66.94576283,64.24462317,60.04935668,56.28915705
37,54.11189408,53.13842032,52.66109461,52.9028697,54.31437645,58.17418617,64.22177659,65.66354496,63.643209,61.97456004,59.82330332,57.12198113,54.47714562,52.46574366,50.54655085,49.2361752,48.80173985,49.95261672,53.57814011,54.92766376,55.08787691,54.3871335,52.47994663,50.20486143
38,48.32701049,47.38443518,47.01968465,47.03910613,47.74623025,49.37503338,51.97032219,53.88339435,54.7290856,53.75219139,51.8132386,49.67264292,47.54496595,45.69992072,44.43171263,43.80184068,43.57397628,44.03407387,46.65215321,47.69561142,47.16560561,46.27630658,44.532461,42.44510063
39,40.5556105,39.40457605,38.73937423,38.46558034,38.80309925,39.58719097,41.04984715,42.29566804,43.70545234,44.64342516,44.84376106,44.62831678,44.39095304,44.16025923,44.12213886,44.24973916,44.68998236,45.50767607,48.33720298,49.54678816,48.47853194,46.73145985,43.71741492,40.34905509
40,38.02591979,36.98260584,36.65011698,37.01360673,38.54753608,42.43539429,48.78305918,50.71363823,49.50228551,48.9421293,48.87956288,49.0432679,49.26084119,49.77523897,50.12106252,50.38102317,50.40389248,50.3276426,52.05647303,52.62965609,51.19973032,48.68396299,44.88156177,41.08814553
41,38.76184948,37.68013747,37.36782854,37.7074638,39.06934758,43.02819162,49.63461012,51.54121128,49.96486091,49.07146924,48.54778663,48.25836485,48.07029432,48.39611889,48.82156093,49.08670984,49.26169378,49.19988824,51.07492006,51.8258291,50.74251553,48.42393012,44.86801746,41.01938025
42,38.49798583,37.36557078,36.86542362,36.95551872,38.15247664,41.74603042,47.85156016,49.74603259,48.70512997,48.58525205,48.5024546,48.34094602,48.37502023,48.64778074,48.67585661,48.81359639,48.78676604,48.94600089,51.07342438,51.88813218,51.13574389,49.27752244,46.01104447,42.64190196
43,40.51184669,39.57845984,39.35653029,39.74100056,41.27368588,45.47440302,52.30860402,54.48086996,53.6287036,53.05256708,52.38161057,51.28287798,50.00422753,49.2408798,48.41953852,47.76368175,47.65931822,48.29020608,51.64710692,53.49646037,53.55070757,52.34280676,49.55446454,46.51221184
44,44.81994721,44.23228131,44.13716014,44.7307929,46.44787115,50.7259417,57.21541328,58.70480638,56.56529528,54.53649244,52.46198244,50.53569575,49.04650776,48.06720206,47.26444614,46.712439,46.34459288,46.49336335,48.64337139,49.25516338,48.62644245,47.48486591,45.61614243,43.21585285
45,41.42346119,40.54432797,40.22670249,40.35272832,41.13577204,42.84881483,45.48035077,47.3907911,48.28040867,48.03331708,47.21660104,46.37789169,45.44369136,44.70793962,44.62413204,44.68060103,44.72800624,44.8838809,46.87284541,47.31601487,46.16765861,44.83194639,42.8625045,40.50865964
46,38.47171379,37.15624971,36.4073433,36.04908899,36.21053268,36.95661822,38.31579666,39.5904584,41.72390758,43.45837329,44.14425985,44.2482281,44.44359859,44.39446103,44.06968389,43.9538227,44.31020954,45.54678419,48.07718047,48.85881177,48.05033849,46.58021593,44.17577965,41.40823062
47,39.26303974,38.20482936,38.14752624,38.83952216,40.75710118,44.5147224,49.92360867,53.63143694,55.74533479,58.2651533,60.40373037,61.31009241,61.11814584,61.00555995,60.8349139,60.76918302,61.53622788,63.48913139,66.87960856,67.994173,67.47669585,65.46355262,61.8737592,58.50627402
48,56.63308997,55.96996216,55.92754634,56.40139306,58.06635658,62.43203618,68.94776864,70.471027,68.70740069,67.44376268,65.5214082,62.29466867,59.03550898,56.2451984,53.76335247,52.46326423,52.3179762,53.9969063,58.42523952,61.01677344,61.38190347,60.09589308,57.24072095,54.31327176
49,53.04020935,52.88717702,53.28786035,54.36140074,56.72189448,61.74032499,68.73934521,69.31578439,64.6531197,60.38796177,57.09466888,54.01091899,51.60834633,50.13486797,48.89246885,48.03709939,47.97311669,48.60211266,51.94631251,54.20260288,54.52363633,53.78318642,51.31371594,48.64514484
50,47.41478572,47.24379891,47.57249578,48.6653917,51.06537877,56.07236075,63.08996862,64.16524076,61.25973069,58.42423644,55.84973791,53.43162962,51.38246577,49.88648851,48.66853543,47.86714504,47.65259194,48.22971216,51.35165518,53.34738239,53.02341499,51.3469668,48.18197972,45.04209883
51,42.96685542,41.77455467,41.16704783,41.02498208,41.97285465,45.07207462,50.43726509,51.76509088,50.99095552,51.07692287,51.09008791,50.45665562,49.80970394,49.33524921,48.7380709,48.1747946,47.98226382,48.01120249,49.56770434,49.83930822,48.80077189,47.17456573,44.83745713,41.93935694
52,39.41703286,37.86130982,36.86656413,36.38520277,36.56312557,37.62244371,39.44564542,41.17723491,43.64710285,45.90418749,47.1117191,47.53988566,47.2594955,46.71114759,46.28027453,46.02954484,45.95258974,46.1425908,48.09593138,49.07647292,48.36194852,47.32392843,45.54963525,43.22836693
53,41.19551765,39.9176366,39.12527729,38.89740188,38.99455089,39.80854461,41.39476562,43.09758847,45.7746068,48.42708384,50.04872341,51.25438719,52.34811889,53.01149755,53.61752322,54.13877386,55.53188419,57.68620356,60.73692866,61.78156941,61.09870305,59.88911571,57.46406807,55.00800514
54,53.42563914,52.94961269,53.12967984,54.06896791,56.20663554,60.32007402,66.20932844,69.00889653,70.09507256,71.75967558,72.88887449,73.48334167,73.42218837,73.16075819,72.73805814,72.95973383,74.03252407,75.96271952,78.35306835,78.31134426,76.87808522,74.20531541,70.01964682,66.52140658
55,64.37478299,63.34482318,63.03443143,63.41369862,64.87903955,68.30264018,73.14785597,74.50090302,74.28718536,74.13794971,73.32939506,71.91390726,69.93913861,68.04046281,66.2209367,65.32255642,65.79451796,67.76454201,71.27144958,72.06883062,71.33060336,68.96504419,64.77462112,61.08594208
56,58.91622185,57.99310219,57.64672413,58.16591737,59.78051116,63.65655172,69.26799192,70.41632344,68.68244391,67.44219977,65.65821256,62.99458255,59.78861053,57.07269361,54.76935321,53.32878089,52.72087324,53.1310493,56.80612737,59.85236556,60.35049973,59.59399255,57.01314146,54.33035
57,53.03512062,52.81636293,53.1894861,54.25835422,56.40916699,61.30177164,68.08715759,69.39544089,67.17563562,65.68738445,64.11501581,62.67967396,61.41562208,60.38409201,59.44010916,59.38450621,60.29340497,62.23196799,66.2763851,68.76870212,69.14512605,67.7607249,64.63388074,61.68573822
58,60.00956725,59.40152288,59.49986359,60.13160457,61.92034027,66.30927873,72.63953246,74.09490071,73.13913831,73.26673389,73.22022478,72.84357055,71.94034526,71.38345451,70.85102201,70.91262895,71.69708808,72.98724886,74.89393859,74.96116991,73.57148573,71.42374395,68.42375175,65.53705616
59,63.51411201,62.30504888,61.72410235,61.63987932,62.187798,63.71689976,65.76507844,67.46462925,69.30578393,70.7111824,70.91455792,70.09306672,68.60717169,67.00286873,65.74241579,65.05919229,65.22633024,66.09211783,67.88291985,68.06755711,66.81123232,64.86892163,62.20054223,59.51668258
60,57.21579787,55.78326124,55.06649961,54.80988658,55.01945139,55.99464435,57.51227403,58.90974722,60.66556276,61.98229552,62.25745629,61.61965795,60.77522697,59.62858453,58.76572517,58.48058692,58.93473295,60.37382129,62.81897153,63.73612769,62.94900186,61.22110134,57.9815785,54.82463331
61,52.92715886,52.16248487,52.18353777,52.82920199,54.62190005,58.76495856,64.91165947,66.43946349,65.42763602,65.27457159,64.84942117,63.78020719,62.52506522,61.27259235,60.09365457,59.72342213,60.20423152,61.64856809,64.25771177,64.64082416,63.49142596,61.12634247,56.74190843,53.0294331
62,50.65261033,49.36676678,48.73797789,48.72959877,49.98409747,53.6530397,59.07409931,59.82965303,58.21686753,57.40612177,56.81788371,55.91477731,54.88978573,53.99707096,53.19717437,52.81436272,53.12469674,53.78068694,55.75201045,56.74540409,55.71372117,53.46725918,49.75209155,45.79551356
63,43.23434651,41.7295575,41.02258721,40.98314685,42.00355957,45.27084863,50.78423629,52.51540073,52.34582652,53.28310526,54.34855264,55.32533819,56.47317716,57.70848854,58.51336306,59.66903308,61.19839491,63.29046118,66.21654853,67.71677745,67.1178793,65.22781839,62.18373956,59.55777878
64,58.29181191,58.0064112,58.3854269,59.25362802,61.55418642,65.61096047,71.11446824,73.66461003,73.55174761,72.96640713,71.73829342,69.95465747,67.49937374,64.92912113,62.26804834,60.43629337,59.6389202,60.61019702,64.69618114,68.92012602,69.79318475,68.84778756,66.10495794,63.47887792
65,61.99718719,61.95284653,62.34711029,63.39999328,65.62077717,70.23488277,76.40055121,76.29472177,71.72558767,67.97720713,64.70228646,61.37417734,58.14721915,55.58269245,53.19172434,51.52882451,50.73447173,51.28094699,54.45006318,57.60634971,58.46405448,58.20687809,56.73484174,54.80419059
66,53.36591726,52.56822436,52.37867115,52.71046243,53.63296076,55.73658148,58.65835672,59.82403921,59.25791238,57.72560246,55.31793256,52.49103635,49.70516256,47.33318238,45.64311613,44.7415345,44.75076577,45.80253676,48.54588609,50.11965391,49.74783352,48.72462837,46.99473214,44.9372874
67,43.25412661,42.25177137,41.76702953,41.87839439,42.68013428,44.21031837,46.16292598,47.634519,49.42493346,50.96164899,51.76367287,52.12890198,51.70862403,50.99554649,50.59709917,50.52180771,50.94229544,51.93802052,53.68892538,54.13000299,52.9039108,50.17064548,46.83939654,44.44224688
68,43.10090813,42.51685515,42.57081867,43.73818567,46.73424684,51.37997731,54.15585198,54.30775375,54.56210503,55.21542353,55.36164261,55.0752099,54.77078918,54.0667779,53.46693254,53.25485727,53.36259112,53.671202,54.44021567,54.74750879,53.01112054,49.94253003,46.3901488,43.82275783
69,42.27262749,41.46082741,41.50849749,42.40601575,45.36682206,50.15499028,52.90696903,52.5295632,52.70900473,52.7691477,52.25364503,51.5424794,50.81337988,49.82732758,49.08565313,48.67830917,48.80615955,49.17608809,50.77786355,51.96421773,50.5170778,47.49725036,44.03992588,41.70465344
70,40.4325827,40.01904259,40.24925816,41.46070436,44.7295073,49.62840874,52.41991539,52.24459462,52.31055198,52.31241472,51.85428333,50.92722648,50.13383636,49.30649262,48.6250128,48.43807134,48.53524129,48.84275492,50.21759453,51.55760632,50.41978021,47.47253058,44.14246711,41.80561164
71,40.64241162,40.20125672,40.35703134,41.38838995,44.50548824,49.30593748,52.12661975,51.73400821,51.21289968,50.79821121,49.76272093,48.85736702,48.33870777,47.80513559,47.4498824,47.37650874,47.25569528,47.2694709,48.35805853,49.89988425,48.68356254,45.90609324,42.52412711,39.98083682
72,38.38775928,37.75290382,37.65321996,38.50022073,41.20360151,45.59646496,48.52807081,48.63492824,48.95633885,49.40229072,49.25878002,48.85620139,48.59206623,48.06757341,47.47823144,47.09459134,46.59895411,46.14489495,47.06856298,48.2121802,47.09657654,45.24412415,42.56545363,40.17086924
73,38.55054349,37.43154131,37.00686412,37.15510631,38.17185071,40.14912968,42.21348261,43.57855312,44.92490854,45.56908355,45.74527506,45.63347865,45.48317368,45.22411463,45.07043481,45.00081953,44.85129556,44.60337875,45.57764924,46.84081712,45.86319923,44.0067571,41.57522276,39.41469498
74,37.84374883,36.94203502,36.5496892,36.58167435,37.24039713,38.66322257,40.435398,41.74995717,43.20014787,43.80856244,43.90627684,43.82268196,43.58156097,43.15389896,43.07322678,43.35545089,43.9048228,44.64763019,46.20162258,47.93897012,46.93572707,44.22230284,40.69038717,38.02643505
75,36.58241851,35.97035606,36.06948655,37.19818541,40.40616552,45.59783191,48.55792308,48.01158421,47.98032441,48.16055529,48.18107978,48.16580673,48.35088725,48.50985719,48.67423198,48.92146,49.19581163,48.84858096,49.81854194,51.50983044,49.98859244,46.51658096,42.59074002,39.54159546
76,37.77172286,36.67210236,36.4168641,36.9386553,39.42401053,44.13354962,46.92477075,46.65942954,47.61391954,48.81393454,49.76865508,50.4555464,51.53107061,52.45904383,53.14185303,53.30193463,52.82271258,52.20612697,52.85384013,53.96672377,52.05691841,48.34343339,44.07068995,40.74503436
77,38.79528793,37.67611853,37.14465419,37.63420365,40.08478834,44.6816531,47.60982927,47.31614275,47.89361711,48.73398763,49.43802497,49.72991497,50.43941211,50.84887957,51.0116953,51.1222963,50.84996573,50.31133685,50.67167752,51.98991236,50.42412862,47.09115015,43.13627324,40.10121315
78,38.26914397,37.25935564,36.85407176,37.48401597,39.99205891,44.70382576,47.47976658,47.43856647,48.28371954,49.44478705,50.01554479,50.24803137,50.68936921,51.14048538,51.58593355,51.96323183,51.98190395,51.45863105,51.98151389,53.27205002,51.71571356,48.31874002,44.12058321,40.83370134
79,38.84095682,37.71863179,37.26423705,37.88761851,40.35260861,44.87049604,47.6705513,47.91106058,49.09844108,50.40931948,51.25635618,51.59885671,52.03246594,52.00419929,51.80895993,51.58243898,51.17940094,50.45196624,50.74111721,51.11113356,49.48321961,46.99334761,44.02275874,41.40324302
80,39.5365968,38.32872702,37.7408785,37.59059101,38.40893727,40.02994053,42.14859408,43.84945469,45.94700946,47.51036577,47.95747898,47.59750262,46.75940967,45.7902126,45.21427522,45.02424676,45.00656046,45.2020094,46.19223658,47.08275114,46.09837386,44.36641391,41.99494478,39.73566004
81,37.99212959,36.88514729,36.29430497,36.19980158,36.65327672,37.89248151,39.3699544,40.78816844,42.69258542,43.81433922,44.47357786,44.83334625,44.92040248,45.07665438,45.33488945,45.81863464,46.46853849,46.79629317,47.53858086,49.6957016,48.45300166,45.19936262,41.17788459,38.15417718
82,36.39959816,35.67954369,35.73458104,36.66206005,39.79856656,45.53609356,48.10497949,47.38193674,47.65397323,48.31024324,48.87333685,49.44026102,50.43555447,51.46113766,52.54509039,53.70647663,54.05611146,53.55493578,52.93877702,54.26046503,52.18847898,48.01792046,43.10761998,39.71633639
83,37.89272626,36.82047925,36.45968389,37.08796873,39.89402622,45.20059341,47.44483182,46.9008391,47.46937501,48.52167669,49.57121802,50.70401381,52.22559114,53.57879885,55.1297345,56.57125797,56.95618736,56.12877815,55.3164422,56.40322,54.07247667,49.55576756,44.40625838,40.76554479
84,38.64785494,37.42250915,36.98934826,37.6285386,40.2054827,45.3687656,47.47851897,47.13276401,48.05561625,49.47772453,50.92416222,52.12780973,53.86860859,55.45074643,56.72492037,57.57327913,57.19295527,55.67095772,55.15502316,56.42921576,54.49284156,50.24632321,45.47761752,41.97814895
85,39.76779086,38.42051847,37.79948172,38.24976642,40.81751182,45.99485264,48.44238933,47.89657081,48.61101422,48.76985007,48.63134799,48.53437395,48.54542523,48.21142482,47.83415944,47.92965047,47.55300756,47.10234886,48.00989564,50.42681637,49.15586871,45.78594701,41.86225503,39.13682407
86,37.82158163,37.29518937,37.40140988,38.46223694,41.81500765,48.04970972,50.75997032,49.62792163,49.00049532,48.51977976,47.99657524,47.62689126,47.84909155,48.11395832,48.50106453,48.98825591,48.95574268,48.17817198,47.6668868,49.07313788,47.61959066,45.06819329,41.84390846,38.94377014
87,37.43951079,36.54347663,36.21700928,36.42778479,37.6436588,39.76358399,41.9900112,43.64161142,44.7609329,45.24833012,45.37450356,45.57761476,45.87914682,46.59675041,47.64638208,48.78807262,49.52518011,49.33521845,48.54117154,49.59917509,48.11578739,45.45145888,42.39855938,39.54968262
88,37.33944803,36.05328787,35.26832177,34.95737558,35.38132904,36.55289418,37.52793329,39.49404309,41.69791194,43.20861075,44.58206092,46.03974663,47.55010598,49.23326746,50.8627554,52.46924886,53.63405947,53.6259106,53.01064673,54.39382529,52.77030824,48.93337048,44.11397842,40.38168892
89,38.22261516,36.93366634,36.52949104,37.16015586,39.86415747,45.04299776,47.2223615,47.27544131,48.77768612,50.32792988,51.47025389,52.5734014,53.72897355,54.67136736,55.52726159,56.56867077,56.86786963,56.3146333,55.89067553,57.23336727,54.87261236,50.32129358,45.38661152,41.69205206
90,39.62142621,38.44785788,37.910506,38.39498671,40.91972189,46.02872224,48.17306166,48.08026091,49.39823104,51.21039559,52.84232353,54.39636681,56.4783952,58.04497921,59.40397068,60.25756412,59.84263645,58.29279419,57.58475769,58.85217672,56.57515078,51.89123927,46.90641996,43.32770966
91,41.18577857,39.79751677,39.03669249,39.41763737,41.88746891,47.33287777,49.76112835,49.5862088,50.81366635,52.24686592,53.51391749,54.36080715,55.34536493,56.29462769,57.24507117,57.75628551,57.63273255,56.70145777,56.27841254,57.74023984,56.10525294,51.98291332,46.88238035,43.38472806
92,41.3113491,40.07654691,39.61549213,40.20124993,42.91922846,48.32279893,50.54136941,50.51010656,51.82339671,53.40486185,54.92120955,56.53226875,58.85737833,60.90634291,62.7872394,64.23706,64.44523747,62.7052227,60.57196524,61.08811749,59.20027828,55.22543615,50.41211849,46.52133885
93,43.75418639,42.12706626,41.16315528,41.16705847,42.68674588,45.7138382,47.80849561,49.13821589,51.19789405,52.62411406,53.26887866,53.9584794,54.91368323,55.37264068,55.8658863,56.63619018,56.60456216,54.92404187,53.24578746,53.73401415,51.90052664,49.08292769,45.45744483,42.00697923
94,39.64897834,38.05742687,37.10048209,36.71345854,37.14484954,38.50225606,39.75509445,41.67045311,43.87315547,45.01694456,45.20815861,45.06544838,44.78367996,44.59436346,44.77863171,45.13351082,45.29789206,45.06851988,45.49030446,47.21366151,46.41618913,44.56077624,41.84578832,39.20081774
95,37.20855941,36.0166244,35.26290354,35.08122865,35.55505782,36.73511887,38.33863892,40.27350111,42.33748842,43.46061562,43.99033873,44.3147764,44.17834155,43.92309683,43.84376527,43.92901619,44.351079,44.93992445,46.31003699,48.55785092,47.95138193,45.24699959,41.77598478,39.27716379
