Day/hour,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
24,100,100,100,100,100,100,100,100,100,100,100,100,97.62183333,94.18796667,96.0353,95.03013333,53.68533333,56.85993333,58.58853333,46.93173333,28.48043333,23.46993333,25.08293333,25.29433333
25,44.68053333,61.58343333,74.10573333,95.60606667,99.45066667,99.65,99.37333333,97.52946667,98.19776667,94.4868,81.844,68.77923333,65.54313333,26.42683333,34.67143333,41.06853333,9.361533333,5.94,7.522,7.615333333,7.62,5.282,3.788666667,3.616
26,4.871333333,1.570666667,0,0,2.234666667,7.018,15.06773333,30.06593333,33.10103333,31.78733333,49.65333333,73.64343333,94.3727,97.61096667,76.51013333,64.05573333,33.67483333,31.69673333,25.68693333,20.20193333,15.67833333,14.59863333,13.25313333,10.01013333
27,6.635333333,7.330666667,9.237333333,14.57793333,16.48673333,21.30273333,32.17993333,37.04213333,35.09423333,31.10783333,36.69483333,43.16853333,42.63093333,37.38943333,30.33773333,24.58463333,22.17133333,3.779333333,2.266666667,1.84,4.320666667,11.64543333,22.82493333,47.97333333
28,71.57313333,85.22333333,99.34466667,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
29,100,99.60933333,96.33956667,49.36773333,11.31423333,2.298666667,0.6464,13.23933333,100,100,100,99.06166667,100,100,100,100,100,100,100,100,100,100,100,100
30,100,100,100,100,100,100,100,100,100,100,99.62666667,99.52733333,100,96.43736667,52.67733333,41.05173333,23.31513333,13.81893333,9.140733333,5.426666667,1.736,1.464,7.144,12.90123333
31,45.58773333,89.66213333,99.786,99.9,99.91533333,100,100,100,100,99.66933333,98.29556667,98.06736667,97.9913,98.37706667,99.83333333,99.536,69.60333333,50.87973333,55.51653333,69.44253333,77.25906667,98.5944,100,66.76923333
32,95.60606667,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.76133333,99.642
33,99.39866667,97.01873333,95.49196667,97.70876667,97.26323333,95.4159,87.19613333,81.55173333,73.68363333,69.66363333,70.76913333,74.46753333,70.54803333,67.69383333,55.59363333,38.73333333,16.40933333,8.733633333,4.796666667,3.088,2.885333333,2.912,1.725333333,0.917333333
34,1.373333333,6.822,3.461333333,2.877333333,6.518666667,25.61143333,50.86293333,28.97873333,9.078633333,1.757333333,1.461333333,2.208,7.153333333,14.52273333,16.45233333,20.15893333,12.11463333,21.25113333,30.86623333,38.20483333,35.90963333,30.89643333,31.66653333,19.66013333
35,24.44873333,34.46003333,37.72163333,88.71226667,98.51833333,99.64533333,99.586,99.44133333,100,100,100,96.31783333,100,99.93666667,97.60553333,79.52413333,99.526,99.42133333,99.408,99.77533333,100,100,100,99.57
36,100,100,99.36933333,96.35043333,97.79026667,97.40993333,93.6808,85.6252,89.36986667,94.68783333,96.5406,83.94466667,54.32373333,48.64533333,39.53973333,43.28613333,12.59763333,5.664666667,7.643333333,6.588666667,11.50743333,16.85653333,26.10973333,39.80853333
37,58.60863333,70.20633333,81.09506667,99.42,97.40993333,95.3181,93.22413333,93.60773333,86.75773333,71.99523333,25.30943333,89.20546667,100,100,100,100,73.96503333,90.41106667,95.6115,95.51913333,91.8724,76.912,62.97033333,61.58343333
38,76.60146667,95.64953333,98.2032,99.57533333,97.13283333,76.29093333,52.99653333,55.38213333,54.47493333,53.09733333,56.51823333,62.10603333,45.60453333,36.09083333,30.70013333,33.56913333,12.82533333,17.75093333,19.80633333,18.25833333,17.12313333,20.09013333,27.39323333,26.60803333
39,42.26133333,50.10693333,55.44933333,44.02533333,36.90623333,39.90933333,47.93973333,50.57733333,45.57093333,44.78133333,52.86213333,46.04133333,64.53813333,78.7752,97.54576667,99.82333333,54.37413333,54.05493333,51.03093333,40.69893333,30.82093333,23.24633333,17.51013333,16.02233333
40,14.66763333,9.085533333,2.914666667,0.2056,0.4984,1.450666667,2.090666667,8.264433333,21.16513333,36.75523333,63.63363333,94.52483333,99.826,100,100,100,99.60666667,96.28523333,96.26893333,94.54113333,94.70956667,90.19186667,85.38773333,83.50626667
41,96.35043333,100,100,100,100,100,100,100,96.54603333,100,100,100,100,100,100,94.93233333,16.09113333,9.347733333,5.258666667,1.2,0.1784,0,0,0.46
42,2.906666667,9.120033333,15.81593333,24.90173333,40.27893333,54.20613333,54.67653333,23.90513333,4.362666667,0.4656,2.234666667,53.11413333,63.25173333,84.6936,96.60036667,75.96213333,14.46063333,14.35023333,13.26693333,14.24673333,17.93153333,18.06913333,20.50293333,28.75223333
43,48.14133333,98.79543333,99.99333333,99.94266667,100,100,100,100,99.556,99.72666667,99.91466667,100,100,100,100,99.66733333,76.5832,86.9952,97.39906667,99.65,100,100,100,100
44,100,100,100,100,100,100,100,100,100,43.00053333,38.09913333,100,100,100,99.70133333,88.98626667,40.24533333,15.71273333,12.77013333,6.57,0.6488,0.1856,1.437333333,4.012666667
45,11.64543333,22.69593333,19.72893333,8.595633333,43.79013333,99.42733333,90.92253333,90.7764,86.2828,27.03083333,61.20153333,71.93493333,57.34233333,64.25673333,45.95733333,21.65533333,5.324,0.7664,5.972666667,16.71033333,33.31243333,48.64533333,61.10103333,83.8168
46,93.90543333,99.70133333,100,100,100,100,100,100,99.12143333,99.48333333,99.39,100,100,100,99.42066667,67.07073333,41.13573333,45.52053333,36.09083333,16.52973333,10.19643333,4.712666667,1.058666667,1.464
47,7.727333333,19.96973333,37.72163333,62.76933333,96.79596667,100,100,100,100,100,100,100,100,100,100,100,77.8984,83.03133333,88.38346667,84.73013333,78.81173333,89.00453333,95.19856667,99.33533333
48,99.41733333,100,100,100,100,100,100,100,100,100,100,100,99.78533333,99.37133333,99.46533333,99.89466667,99.55266667,94.26403333,94.61176667,99.57066667,100,100,100,100
49,100,100,100,100,100,100,100,100,100,100,100,100,100,98.23036667,98.5944,73.58313333,26.66843333,3.569333333,0.7424,0.268,6.084666667,16.05673333,19.80633333,37.82733333
50,59.55333333,88.7488,96.4428,77.53306667,40.21173333,50.89653333,57.10113333,86.75773333,94.43246667,84.07253333,90.63026667,95.55173333,98.55093333,98.0891,97.812,97.08393333,60.35733333,26.27583333,15.31713333,6.458,3.101333333,4.806,9.478833333,10.72083333
51,16.39213333,9.492633333,5.128,3.863333333,3.49,8.678433333,5.188666667,17.25213333,40.53093333,52.08933333,57.74433333,81.69786667,99.59666667,99.63733333,100,99.38066667,99.34866667,99.42666667,99.388,98.40966667,95.16053333,88.40173333,75.29163333,65.32203333
52,61.62363333,77.00333333,94.43246667,94.30206667,82.9948,58.30713333,41.92533333,38.44643333,35.33583333,35.77373333,41.87493333,52.05573333,50.00613333,44.54613333,44.00853333,32.13463333,35.33583333,41.52213333,40.09413333,42.44613333,36.43813333,23.48713333,16.98553333,32.79903333
53,34.73183333,23.75413333,46.00773333,38.34073333,37.91793333,18.62813333,3.653333333,16.02233333,17.47573333,23.32373333,18.00893333,37.94813333,90.59373333,96.93723333,99.57933333,98.0891,82.8852,91.708,67.85463333,69.16113333,78.282,72.65853333,91.8724,99.84666667
